Playername,Nation,Position,Squad,League,Age,BirthYear,MatchesPlayed,Starts,MinutesPlayed,Per90,Goal,Assist,GoalnAssist,GoalnPenaltyKick,ExpectedGoal,NonPenaltyExpectedGoal,ExpectedAssistedGoal,Carries,Passes,PassesReceived
Gideon Mensah,GHA,Defender,Auxerre,Ligue 1,24,1998,19,19,"1,697",18.9,42,5.0,1.0,1.1,0.0,81.0,0.05,0.0,0.06,0.0
Chris Mepham,WAL,Defender,Bournemouth,Premier League,25,1997,21,19,"1,749",19.4,0,7.0,0.3,0.2,1.0,31.0,0.01,0.02,0.02,0.03
Jorge Meré,ESP,Defender,Cádiz,La Liga,25,1997,2,1,70,0.8,0,1.0,0,0,0.0,0.0,0.0,0.0,0,0
Alex Meret,ITA,Goalkeeper,Napoli,Serie A,26,1997,26,26,"2,340",26.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mikel Merino,ESP,Midfielder,Real Sociedad,La Liga,26,1996,21,18,"1,602",17.8,1,7.0,8.0,1.0,3.1,4.0,1.0,18.0,3.1,5.4
Quentin Merlin,FRA,Defender,Nantes,Ligue 1,20,2002,16,15,"1,265",14.1,0,1.0,1.0,1.0,33.0,1.9,2.3,0.03,62.0,0.07
Yildirim Mert Çetin,TUR,Defender,Lecce,Serie A,26,1997,1,1,20,0.2,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0
Roque Mesa,ESP,Midfielder,Valladolid,La Liga,33,1989,20,15,"1,237",13.7,2,1.0,3.0,2.0,1.1,1.0,1.1,23.0,2.0,91.0
Illan Meslier,FRA,Goalkeeper,Leeds United,Premier League,23,2000,27,27,"2,430",27.0,0,3.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Lionel Messi,ARG,"Forward,Midfielder",Paris S-G,Ligue 1,35,1987,23,23,"2,027",22.5,13,13.0,26.0,13.0,13.2,9.7,22.9,89.0,175.0,0.58
Junior Messias,BRA,"Forward, Defender",Milan,Serie A,31,1991,18,14,"1,103",12.3,4,2.0,6.0,4.0,2.0,2.0,0.5,31.0,38.0,92.0
Thomas Meunier,BEL,Defender,Dortmund,Bundesliga,31,1991,10,7,585,6.5,0,2.0,0.2,0.6,9.0,30.0,45.0,0,0,0
Alexander Meyer,GER,Goalkeeper,Dortmund,Bundesliga,31,1991,7,7,630,7.0,0,1.0,0,0,0.0,0.0,0.0,0.0,0,0
Sven Michel,GER,Forward,Union Berlin,Bundesliga,32,1990,16,2,412,4.6,3,3.0,2.0,1.0,1.3,2.0,0.5,7.0,1.3,11.0
Alexander Mighten,ENG,Forward,Nott'ham Forest,Premier League,20,2002,1,8,0.1,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0
Tommaso Milanese,ITA,Midfielder,Cremonese,Serie A,20,2002,2,27,0.3,0.2,2,0.2,2.0,1.0,0.0,0,0,0,0,0
Nikola Milenkovic,SRB,Defender,Fiorentina,Serie A,25,1997,20,18,"1,597",17.7,2,1.0,3.0,2.0,1.7,1.7,0.5,7.0,61.0,2.0
Arkadiusz Milik,POL,Forward,Juventus,Serie A,29,1994,17,10,986,11.0,6,1.0,7.0,6.0,4.2,1.0,4.2,8.0,5.3,20.0
Arkadiusz Milik,POL,Forward,Marseille,Ligue 1,29,1994,2,2,129,1.4,0,1.0,0.1,0.2,1.0,1.0,9.0,0,0,0
Sergej Milinkovic-Savic,SRB,Midfielder,Lazio,Serie A,28,1995,25,24,"2,100",23.3,4,8.0,12.0,4.0,3.0,3.0,6.4,38.0,123.0,88.0
Vanja Milinkovic-Savic,SRB,Goalkeeper,Torino,Serie A,26,1997,27,27,"2,430",27.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Éder Militão,BRA,Defender,Real Madrid,La Liga,25,1998,22,20,"1,758",19.5,4,4.0,4.0,3.0,1.6,0.3,1.9,20.0,13.0,0.2
Luka Milivojevic,SRB,Midfielder,Crystal Palace,Premier League,31,1991,13,4,417,4.6,0,1.0,0.2,0.2,2.0,16.0,2.0,0,0,0
Luis Milla,ESP,Midfielder,Getafe,La Liga,28,1994,19,16,"1,365",15.2,0,5.0,1.0,0.2,9.0,1.2,79.0,0.01,0.07,0.08
Pere Milla,ESP,"Forward,Midfielder",Elche,La Liga,30,1992,19,14,"1,205",13.4,6,1.0,7.0,3.0,4.5,3.0,5.0,17.0,1.1,3.2
Enzo Millot,FRA,Midfielder,Stuttgart,Bundesliga,20,2002,15,3,413,4.6,0,3.0,0.7,0.5,11.0,16.0,26.0,0,0,0
James Milner,ENG,"Defender,Midfielder",Liverpool,Premier League,37,1986,20,6,719,8.0,0,1.0,1.0,1.0,17.0,0.8,1.2,0,64.0,0
Marko Milovanovic,SRB,Forward,Almería,La Liga,19,2003,2,15,0.2,1.0,0,0.1,0.1,1.0,0.0,0,0,0,0,0
Kim Min-jae,KOR,Defender,Napoli,Serie A,26,1996,26,26,"2,280",25.3,2,1.0,3.0,2.0,1.0,1.0,1.6,25.0,115.0,6.0
Yerry Mina,COL,Defender,Everton,Premier League,28,1994,3,3,234,2.6,1,1.0,1.0,1.0,0.2,0.2,7.0,1.0,0,0
Takumi Minamino,JPN,"Midfielder, FORWARD",Monaco,Ligue 1,28,1995,14,7,508,5.6,1,3.0,4.0,1.0,1.1,1.1,1.1,19.0,19.0,46.0
Tyrone Mings,ENG,Defender,Aston Villa,Premier League,30,1993,24,24,"2,160",24.0,0,2.0,2.0,4.0,10.0,1.4,1.9,0.02,6.0,0.08
Óscar Mingueza,ESP,Defender,Celta Vigo,La Liga,23,1999,18,12,"1,144",12.7,0,2.0,0.4,1.1,21.0,59.0,36.0,0.03,0.12,0.03
Rafa Mir,ESP,Forward,Sevilla,La Liga,25,1997,16,10,814,9.0,3,3.0,3.0,1.0,4.7,0.8,5.6,10.0,39.0,0.33
Aleksei Miranchuk,RUS,Midfielder,Torino,Serie A,27,1995,20,18,"1,512",16.8,4,4.0,8.0,4.0,2.3,3.3,5.6,36.0,79.0,0.24
Juan Miranda,ESP,Defender,Betis,La Liga,23,2000,10,6,628,7.0,1,1.0,1.0,0.9,0.9,2.1,30.0,12.0,0,0
Fabio Miretti,ITA,"Midfielder, FORWARD",Juventus,Serie A,19,2003,19,10,901,10.0,1,2.0,2.0,1.0,23.0,1.1,2.5,0.14,69.0,0.2
Tyrick Mitchell,ENG,Defender,Crystal Palace,Premier League,23,1999,26,24,"1,991",22.1,0,2.0,2.0,4.0,16.0,0.3,0.9,0.02,69.0,55.0
Kaoru Mitoma,JPN,"Forward,Midfielder",Brighton,Premier League,25,1997,20,13,"1,270",14.1,6,3.0,9.0,6.0,3.2,3.9,7.1,79.0,141.0,0.21
Aleksandar Mitrovic,SRB,Forward,Fulham,Premier League,28,1994,21,21,"1,813",20.1,11,1.0,12.0,8.0,12.3,6.0,6.0,19.0,2.1,9.8
Stefan Mitrovic,SRB,Defender,Getafe,La Liga,32,1990,15,12,"1,131",12.6,0,3.0,0.1,0.1,0.01,1.0,0.01,0.0,0.01,0.0
Maximilian Mittelstädt,GER,Defender,Hertha BSC,Bundesliga,26,1997,13,5,643,7.1,0,3.0,0.3,0.7,20.0,28.0,27.0,0,0,0
Henrikh Mkhitaryan,ARM,Midfielder,Inter,Serie A,34,1989,24,18,"1,545",17.2,3,1.0,4.0,3.0,1.7,1.7,1.9,37.0,102.0,56.0
Anthony Modeste,FRA,Forward,Dortmund,Bundesliga,34,1988,17,7,799,8.9,2,1.0,3.0,2.0,4.3,4.3,1.1,3.0,7.0,35.0
Luka Modric,CRO,Midfielder,Real Madrid,La Liga,37,1985,24,16,"1,409",15.7,4,3.0,7.0,3.0,4.1,1.0,6.0,37.0,3.6,6.9
Terem Moffi,NGA,Forward,Nice,Ligue 1,23,1999,6,6,499,5.5,3,2.0,5.0,3.0,2.3,0.5,2.9,5.0,28.0,0
Terem Moffi,NGA,Forward,Lorient,Ligue 1,23,1999,18,17,"1,386",15.4,12,12.0,11.0,1.0,7.3,1.0,5.7,29.0,6.2,20.0
Mostafa Mohamed,EGY,Forward,Nantes,Ligue 1,25,1997,28,14,"1,431",15.9,6,2.0,8.0,6.0,5.6,1.7,7.3,11.0,73.0,0.13
Tobias Mohr,GER,"Defender,Midfielder",Schalke 04,Bundesliga,27,1995,15,8,782,8.7,0,2.0,2.0,0.6,19.0,1.6,27.0,0,0,0
Johan Mojica,COL,Defender,Villarreal,La Liga,30,1992,14,5,613,6.8,25,0.9,0.9,19.0,0.0,0,0,0,0,0
Johan Mojica,COL,"Defender,Midfielder",Elche,La Liga,30,1992,3,3,270,3.0,0,2.0,0.1,0.3,14.0,9.0,11.0,0,0,0
Clinton Mola,ENG,Defender,Stuttgart,Bundesliga,22,2001,1,15,0.2,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0
Nahuel Molina,ARG,Defender,Atlético Madrid,La Liga,24,1998,21,21,"1,824",20.3,0,1.0,1.0,5.0,51.0,0.7,1.9,0.03,78.0,162.0
Salvatore Molina,ITA,Defender,Monza,Serie A,31,1992,5,1,229,2.5,9,1.0,0.1,0.1,0.0,22.0,0,0,0,0
Florent Mollet,FRA,Midfielder,Nantes,Ligue 1,31,1991,9,7,582,6.5,1,1.0,2.0,1.0,0.5,0.5,2.2,12.0,38.0,35.0
Florent Mollet,FRA,Midfielder,Schalke 04,Bundesliga,31,1991,9,4,410,4.6,1,1.0,1.0,1.0,0.4,0.4,0.7,6.0,24.0,0
Jon Moncayola,ESP,"Midfielder, Defender",Osasuna,La Liga,24,1998,26,18,"1,729",19.2,1,4.0,1.2,0.8,21.0,110.0,35.0,0.06,0.1,0.06
Monchu,ESP,Midfielder,Valladolid,La Liga,23,1999,22,15,"1,296",14.4,1,1.0,2.0,1.0,1.0,1.0,1.5,11.0,63.0,19.0
César Montes,MEX,Defender,Espanyol,La Liga,26,1997,9,8,675,7.5,0,2.0,0.1,0.1,4.0,2.0,0,0,0,0
Daniele Montevago,ITA,Forward,Sampdoria,Serie A,20,2003,6,3,231,2.6,0,1.0,0.5,0.2,1.0,10.0,0,0,0,0
Gonzalo Montiel,ARG,Defender,Sevilla,La Liga,26,1997,17,11,974,10.8,0,1.0,1.0,5.0,23.0,0.7,1.0,0.06,34.0,71.0
Lorenzo Montipò,ITA,Goalkeeper,Hellas Verona,Serie A,27,1996,26,26,"2,340",26.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Martín Montoya,ESP,Defender,Betis,La Liga,31,1991,3,3,183,2.0,1,0.3,0.3,7.0,0.0,0,0,0,0,0
Kieffer Moore,WAL,Forward,Bournemouth,Premier League,30,1992,21,12,"1,120",12.4,4,4.0,4.0,3.2,3.2,3.5,20.0,10.0,0.32,0.32
Andrew Moran,IRL,Forward,Brighton,Premier League,19,2003,1,12,0.1,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0
Álvaro Morata,ESP,Forward,Atlético Madrid,La Liga,30,1992,26,16,"1,349",15.0,10,2.0,12.0,10.0,8.0,8.0,1.2,24.0,15.0,70.0
Jon Morcillo,ESP,"Forward,Midfielder",Athletic Club,La Liga,24,1998,10,76,0.8,1.0,0,1.0,0.1,0.3,6.0,2.0,15.0,0,0,0
Alberto Moreno,ESP,Defender,Villarreal,La Liga,30,1992,14,10,845,9.4,0,5.0,0.3,0.9,23.0,28.0,54.0,0.04,0.13,0.04
Álex Moreno,ESP,Defender,Aston Villa,Premier League,29,1993,9,5,576,6.4,0,2.0,2.0,2.0,23.0,1.3,1.6,0,53.0,0
Álex Moreno,ESP,Defender,Betis,La Liga,29,1993,15,15,"1,350",15.0,1,3.0,3.0,1.0,49.0,1.5,2.7,0.08,76.0,0.2
Diego Moreno,ESP,Defender,Osasuna,La Liga,21,2001,7,6,531,5.9,0,0.4,0.1,0.6,7.0,17.0,0,0,0,0
Gerard Moreno,ESP,Forward,Villarreal,La Liga,30,1992,16,13,"1,068",11.9,6,2.0,8.0,5.0,7.0,2.0,4.0,14.0,2.0,7.5
Marlos Moreno,COL,"Midfielder, Defender",Troyes,Ligue 1,26,1996,2,13,0.1,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0
Tete Morente,ESP,"Midfielder, Defender",Elche,La Liga,26,1996,20,11,"1,080",12.0,1,1.0,1.0,4.0,1.7,0.3,2.0,29.0,77.0,0.08
Ilaix Moriba,GUI,Midfielder,Valencia,La Liga,20,2003,18,8,771,8.6,1,1.0,1.0,4.0,12.0,1.0,0.8,0,49.0,23.0
Manu Morlanes,ESP,Midfielder,Villarreal,La Liga,24,1999,4,2,158,1.8,1,1.0,6.0,1.0,0.0,0.0,0.0,0,0,0
Manu Morlanes,ESP,Midfielder,Mallorca,La Liga,24,1999,2,28,0.3,1.0,1,1.0,0,0,0.0,0.0,0.0,0,0,0
Nikola Moro,CRO,Midfielder,Bologna,Serie A,25,1998,15,7,692,7.7,0,2.0,2.0,1.0,12.0,0.8,1.2,0,25.0,0
Loren Morón,ESP,Forward,Betis,La Liga,29,1993,2,15,0.2,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0
Cristhian Mosquera,COL,Defender,Valencia,La Liga,18,2004,3,1,145,1.6,0,0.2,0.2,1.0,0.0,0,0,0,0,0
Dany Mota,POR,"Forward,Midfielder",Monza,Serie A,24,1998,19,12,"1,172",13.0,3,3.0,3.0,1.0,3.7,1.8,5.5,46.0,102.0,0.23
Lebo Mothiba,RSA,"Forward,Midfielder",Strasbourg,Ligue 1,27,1996,15,1,293,3.3,2,2.0,2.0,0.8,0.8,5.0,19.0,5.0,0,0
Youssoufa Moukoko,GER,Forward,Dortmund,Bundesliga,18,2004,18,11,949,10.5,6,3.0,9.0,6.0,5.3,0.9,6.3,6.0,49.0,0.28
Steve Mounié,BEN,Forward,Brest,Ligue 1,28,1994,13,10,787,8.7,4,4.0,3.0,1.0,4.7,3.9,0.1,13.0,13.0,33.0
Mason Mount,ENG,"Midfielder, FORWARD",Chelsea,Premier League,24,1999,23,20,"1,631",18.1,3,2.0,5.0,3.0,2.0,2.0,3.0,47.0,97.0,113.0
Lucas Moura,BRA,"Midfielder, Defender",Tottenham,Premier League,30,1992,11,120,1.3,0.1,0,0.3,0.3,9.0,3.0,0,0,0,0,0
Bevic Moussiti-Oko,CGO,Forward,Ajaccio,Ligue 1,28,1995,17,7,698,7.8,1,1.0,1.0,1.0,1.8,0.8,2.7,10.0,45.0,0
João Moutinho,POR,Midfielder,Wolves,Premier League,36,1986,26,19,"1,656",18.4,1,2.0,2.0,2.0,18.0,2.5,3.7,0.06,28.0,0.11
João Moutinho,POR,"Defender, Forward",Spezia,Serie A,25,1998,4,58,0.6,1.0,0,2.0,0,0,0.0,0,0,0.0,0,0
Samuel Moutoussamy,COD,Midfielder,Nantes,Ligue 1,26,1996,25,18,"1,590",17.7,1,2.0,2.0,6.0,20.0,0.6,2.0,0.08,29.0,0.11
Divin Mubama,ENG,Forward,West Ham,Premier League,18,2004,1,4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Mykhailo Mudryk,UKR,Forward,Chelsea,Premier League,22,2001,6,3,263,2.9,0,1.0,1.0,0.5,7.0,0.6,8.0,0,0,0
Nordi Mukiele,FRA,Defender,Paris S-G,Ligue 1,25,1997,19,12,"1,137",12.6,1,3.0,3.0,1.0,19.0,3.1,26.0,0.08,0.24,0.24
Mert Müldür,TUR,Defender,Sassuolo,Serie A,23,1999,1,1,6,0.1,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0
Florian Müller,GER,Goalkeeper,Stuttgart,Bundesliga,25,1997,19,19,"1,710",19.0,0,0.1,0.1,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Thomas Müller,GER,"Forward,Midfielder",Bayern Munich,Bundesliga,33,1989,18,14,"1,059",11.8,4,7.0,11.0,4.0,5.4,4.7,10.1,21.0,131.0,0.59
Abdul Mumin,GHA,Defender,Rayo Vallecano,La Liga,24,1998,6,3,309,3.4,0,1.0,0.2,0.2,4.0,1.0,0,0,0,0
Marshall Munetsi,ZIM,Midfielder,Reims,Ligue 1,26,1996,24,21,"1,847",20.5,5,3.0,8.0,5.0,6.4,6.4,2.3,26.0,66.0,51.0
Iker Muniain,ESP,"Midfielder, FORWARD",Athletic Club,La Liga,30,1992,22,15,"1,299",14.4,2,3.0,3.0,2.0,39.0,3.2,5.7,0.17,87.0,0.21
Aihen Muñoz,ESP,Defender,Real Sociedad,La Liga,25,1997,13,10,874,9.7,0,0.1,0.3,0.4,19.0,54.0,0.03,0.01,0.01,0.04
Álvaro Muñoz,URU,"Forward,Midfielder",Real Madrid,La Liga,18,2004,4,22,0.2,1.0,1,2.0,1.0,0.2,0.2,0.4,1.0,0,0,0
Iker Muñoz,ESP,Midfielder,Osasuna,La Liga,20,2002,1,21,0.2,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0
Pablo Muñoz,ESP,Midfielder,Rayo Vallecano,La Liga,19,2003,2,12,0.1,1.0,0,1.0,0,0,0.0,0.0,0.0,0.0,0,0
Luis Muriel,COL,Forward,Atalanta,Serie A,31,1991,18,7,775,8.6,1,2.0,3.0,1.0,1.5,2.0,2.0,43.0,2.8,3.5
Jeison Murillo,COL,Defender,Sampdoria,Serie A,30,1992,14,10,827,9.2,8,3.0,31.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Vedat Muriqi,KVX,Forward,Mallorca,La Liga,28,1994,23,23,"1,990",22.1,10,2.0,12.0,8.0,8.1,3.0,5.0,22.0,5.8,1.6
Jacob Murphy,ENG,Forward,Newcastle Utd,Premier League,28,1995,26,7,765,8.5,1,1.0,2.0,1.0,1.1,1.2,2.3,41.0,80.0,0
Nicola Murru,ITA,Defender,Sampdoria,Serie A,28,1994,14,3,511,5.7,4,2.0,0.1,0.1,0.0,9.0,0,0,0,0
Yunus Musah,USA,Midfielder,Valencia,La Liga,20,2002,23,21,"1,692",18.8,1,2.0,2.0,8.0,57.0,1.5,3.1,0.08,72.0,0.11
Jamal Musiala,GER,"Midfielder, FORWARD",Bayern Munich,Bundesliga,20,2003,24,20,"1,679",18.7,11,8.0,19.0,11.0,6.7,6.7,5.1,63.0,87.0,154.0
Juan Musso,ARG,Goalkeeper,Atalanta,Serie A,28,1994,21,21,"1,807",20.1,0,1.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Suliman Mustapha,AUT,"Forward,Midfielder",Mainz 05,Bundesliga,21,2001,5,68,0.8,1.0,0,0.1,0.1,2.0,5.0,0,0,0,0,0
Yvon Mvogo,SUI,Goalkeeper,Lorient,Ligue 1,28,1994,14,14,"1,182",13.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Enock Mwepu,ZAM,"Forward,Midfielder",Brighton,Premier League,25,1998,6,2,213,2.4,0,1.0,1.0,0.2,5.0,0.7,6.0,0,0,0
Vitaliy Mykolenko,UKR,"Defender,Midfielder",Everton,Premier League,23,1999,27,25,"2,146",23.8,0,3.0,0.4,1.2,30.0,87.0,57.0,0.02,0.07,0.02
Joakim Mæhle,DEN,"Defender,Midfielder",Atalanta,Serie A,25,1997,24,16,"1,390",15.4,2,1.0,3.0,2.0,2.8,1.0,2.8,55.0,4.7,96.0
Obite N'Dicka,FRA,Defender,Eint Frankfurt,Bundesliga,23,1999,24,24,"2,152",23.9,1,1.0,1.0,4.0,1.2,0.1,1.3,11.0,3.0,0.04
Nathan N'Goumou,FRA,Forward,Toulouse,Ligue 1,23,2000,1,1,90,1.0,1,0.3,0.3,5.0,0.0,0,0,0,0,0
Nathan N'Goumou,FRA,Forward,M'Gladbach,Bundesliga,23,2000,12,3,328,3.6,0,0.1,0.2,0.2,10.0,28.0,0,0,0,0
Stanley N'Soki,FRA,Defender,Hoffenheim,Bundesliga,23,1999,14,12,"1,092",12.1,1,1.0,1.0,1.0,0.5,0.3,0.8,13.0,9.0,0.08
Herculano Nabian,POR,Midfielder,Empoli,Serie A,19,2004,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Nacho,ESP,Defender,Real Madrid,La Liga,33,1990,17,10,927,10.3,0,1.0,1.0,5.0,9.0,0.6,0.9,0.03,18.0,0.1
Nikolas Nartey,DEN,"Defender,Midfielder",Stuttgart,Bundesliga,23,2000,7,4,376,4.2,0,1.0,0.3,0.2,7.0,19.0,17.0,0,0,0
Juanjo Narváez,COL,"Midfielder, FORWARD",Valladolid,La Liga,28,1995,5,1,148,1.6,0,0.2,0.2,9.0,0.0,0,0,0,0,0
Matija Nastasic,SRB,Defender,Mallorca,La Liga,30,1993,12,9,846,9.4,4,3.0,25.0,1.0,0.01,0.01,0.01,0.0,0.0,0.0
Roberto Navarro,ESP,"Midfielder, FORWARD",Real Sociedad,La Liga,20,2002,16,1,342,3.8,1,2.0,1.0,1.2,17.0,13.0,28.0,0,0,0
Jesús Navas,ESP,"Defender, Forward",Sevilla,La Liga,37,1985,22,15,"1,384",15.4,0,3.0,0.2,2.7,33.0,76.0,183.0,0.02,0.19,0.02
Keylor Navas,CRC,Goalkeeper,Nott'ham Forest,Premier League,36,1986,7,7,630,7.0,0,1.0,0,0,0.0,0.0,0.0,0.0,0,0
Michel Ndary Adopo,FRA,"Midfielder, Defender",Torino,Serie A,22,2000,8,3,255,2.8,0,1.0,0.1,0.1,2.0,4.0,0,0,0,0
Youssouf Ndayishimiye,BDI,"Defender,Midfielder",Nice,Ligue 1,24,1998,7,4,395,4.4,1,1.0,1.0,1.0,0.3,0.1,0.4,3.0,1.0,0
Papa Ndiaga Yade,SEN,"Defender,Midfielder",Troyes,Ligue 1,23,2000,9,4,386,4.3,0,1.0,1.0,1.0,22.0,0.5,0.9,0,12.0,33.0
Wilfred Ndidi,NGA,"Midfielder, Defender",Leicester City,Premier League,26,1996,18,12,"1,070",11.9,0,3.0,0.2,0.2,9.0,4.0,0.02,0.01,0.02,0.0
Tanguy Ndombele,FRA,Midfielder,Napoli,Serie A,26,1996,25,6,628,7.0,1,1.0,1.0,4.0,0.9,0.4,1.3,17.0,28.0,0
Álvaro Negredo,ESP,Forward,Cádiz,La Liga,37,1985,14,7,556,6.2,1,2.0,3.0,1.0,1.2,2.0,3.2,2.0,12.0,0
Reiss Nelson,ENG,Forward,Arsenal,Premier League,23,1999,4,106,1.2,2.0,3,5.0,3.0,0.7,0.7,1.3,2.0,11.0,0,0
Ilija Nestorovski,MKD,"Forward,Midfielder",Udinese,Serie A,33,1990,11,116,1.3,1.0,1,2.0,1.0,2.0,0.3,0.3,0.6,0,4.0,0
Neto,BRA,Goalkeeper,Bournemouth,Premier League,33,1989,17,17,"1,485",16.5,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pedro Neto,POR,"Forward,Midfielder",Wolves,Premier League,23,2000,11,10,734,8.2,1,1.0,1.0,1.4,32.0,20.0,96.0,0,0,0
Luca Netz,GER,Defender,M'Gladbach,Bundesliga,19,2003,12,4,414,4.6,7,2.0,2.0,1.1,0.0,7.0,17.0,0,0,0
Manuel Neuer,GER,Goalkeeper,Bayern Munich,Bundesliga,37,1986,12,12,"1,080",12.0,0,0.2,0.2,1.0,0.02,0.02,0.02,0.0,0.0,0.0
Florian Neuhaus,GER,Midfielder,M'Gladbach,Bundesliga,26,1997,15,8,763,8.5,1,1.0,1.0,1.0,1.0,1.7,2.6,15.0,27.0,0
Rúben Neves,POR,Midfielder,Wolves,Premier League,26,1997,27,27,"2,392",26.6,5,5.0,3.0,2.0,4.1,9.0,2.5,22.0,3.5,175.0
Neymar,BRA,"Midfielder, FORWARD",Paris S-G,Ligue 1,31,1992,20,18,"1,545",17.2,13,11.0,24.0,11.0,8.1,2.0,6.0,69.0,6.5,8.8
Jessic Ngankam,GER,"Forward,Midfielder",Hertha BSC,Bundesliga,22,2000,10,5,502,5.6,2,2.0,1.0,1.0,2.5,2.0,1.7,6.0,2.0,3.0
Cyril Ngonge,BEL,"Midfielder, FORWARD",Hellas Verona,Serie A,22,2000,6,5,316,3.5,2,2.0,2.0,1.0,0.9,0.3,1.2,10.0,19.0,0
Moussa Niakhate,SEN,Defender,Nott'ham Forest,Premier League,27,1996,3,3,250,2.8,0,0.3,0.3,2.0,0.0,0,0,0,0,0
Ibrahima Niane,SEN,Forward,Angers,Ligue 1,24,1999,7,6,455,5.1,1,1.3,0.1,1.4,6.0,24.0,0,0,0,0
M'Baye Niang,SEN,Forward,Auxerre,Ligue 1,28,1994,22,14,"1,168",13.0,3,3.0,1.0,2.0,3.6,2.0,2.0,15.0,0.3,2.4
Tanguy Nianzou,FRA,Defender,Sevilla,La Liga,20,2002,17,15,"1,231",13.7,1,1.0,1.0,1.0,0.5,0.5,0.5,4.0,0.07,0.07
Rasmus Nicolaisen,DEN,Defender,Toulouse,Ligue 1,26,1997,27,27,"2,365",26.3,0,2.0,2.0,6.0,18.0,0.8,0.7,0.03,82.0,3.0
Hans Nicolussi Caviglia,ITA,Midfielder,Salernitana,Serie A,22,2000,7,5,456,5.1,1,1.0,1.0,1.0,0.1,0.1,17.0,2.0,0,0
Florian Niederlechner,GER,"Forward,Midfielder",Augsburg,Bundesliga,32,1990,14,10,910,10.1,4,1.0,5.0,4.0,2.9,2.9,0.4,1.0,18.0,51.0
Florian Niederlechner,GER,Forward,Hertha BSC,Bundesliga,32,1990,8,7,478,5.3,1,1.0,1.2,0.1,8.0,7.0,13.0,0,0,0
Saúl Ñíguez,ESP,"Midfielder, Defender",Atlético Madrid,La Liga,28,1994,21,7,645,7.2,1,1.0,2.0,1.0,1.2,1.2,0.1,9.0,22.0,39.0
Dimitris Nikolaou,GRE,Defender,Spezia,Serie A,24,1998,25,24,"2,139",23.8,0,8.0,1.0,0.3,17.0,0.9,76.0,0.01,0.03,0.04
Fernando Niño,ESP,"Midfielder, FORWARD",Villarreal,La Liga,22,2000,3,22,0.2,0.1,0,0.1,4.0,0,0.0,0,0,0,0,0
Rasmus Nissen,DEN,Defender,Leeds United,Premier League,25,1997,16,13,"1,208",13.4,1,1.0,2.0,1.0,0.4,0.4,0.8,13.0,51.0,60.0
Justin Njinmah,GER,Forward,Dortmund,Bundesliga,22,2000,1,22,0.2,4.0,1,0,0,0,0.0,0.0,0.0,0,0,0.0
Eddie Nketiah,ENG,Forward,Arsenal,Premier League,23,1999,23,9,"1,001",11.1,4,1.0,5.0,4.0,7.4,7.4,1.1,31.0,15.0,72.0
Christopher Nkunku,FRA,"Forward,Midfielder",RB Leipzig,Bundesliga,25,1997,18,15,"1,418",15.8,12,1.0,13.0,10.0,9.5,3.0,2.0,31.0,2.5,9.7
Felix Nmecha,GER,Midfielder,Wolfsburg,Bundesliga,22,2000,21,11,"1,117",12.4,2,3.0,5.0,2.0,2.0,2.0,1.6,10.0,42.0,36.0
Lukas Nmecha,GER,Forward,Wolfsburg,Bundesliga,24,1998,16,10,899,10.0,4,4.0,4.0,3.0,3.0,0.5,3.5,15.0,70.0,0.4
Diego Noguerol,ESP,"Forward, Defender",Valencia,La Liga,20,2002,1,10,0.1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Arnaud Nordin,FRA,"Forward,Midfielder",Montpellier,Ligue 1,24,1998,26,20,"1,572",17.5,4,2.0,6.0,4.0,3.6,3.6,1.1,55.0,42.0,114.0
Riad Nouri,FRA,Midfielder,Ajaccio,Ligue 1,37,1985,24,12,"1,277",14.2,1,1.0,2.0,1.0,2.3,3.0,1.5,27.0,3.7,30.0
Hugo Novoa,ESP,"Defender, Forward",RB Leipzig,Bundesliga,20,2003,7,2,184,2.0,1,1.0,1.0,0.9,0.9,4.0,20.0,5.0,0,0
Randy Ntekja,FRA,Forward,Elche,La Liga,25,1997,6,4,264,2.9,0,1.0,0.2,0.2,1.0,5.0,11.0,0,0,0
