Player name ,Nation,Position,Squad,League,Age,Birth Year,Matches Played,Starts,Minutes Played,Per90,Goal,Assist,Goal n Assist,Goal n Penalty Kick,Expected Goal,NonPenalty Expected Goal,Expected Assisted Goal,Carries,Passes,Passes Received
Anthony Elanga,SWE,FW,Manchester Utd,Premier League,20-335,2002,16,5,426,4.7,0.7,1.0,1.0,0.7,12.0,1.6,8.0, , , 
Alberth Elis,HON,"MF,FW",Brest,Ligue 1,27-044,1996,7,2,240,2.7,0.3,0.3,0.2,0.5,5.0,16.0, , , , 
Mikael Ellertsson,ISL,"MF,DF",Spezia,Serie A,21-017,2002,11,1,171,1.9,0.1,3.0,0.1,0.2,3.0,4.0, , , , 
Harvey Elliott,ENG,"MF,FW",Liverpool,Premier League,19-358,2003,26,16,"1,428",15.9,1.0,2.0,3.0,1.0,1.7,1.7,3.1,46.0,114.0,118.0
Elif Elmas,MKD,"FW,MF",Napoli,Serie A,23-185,1999,26,7,"1,019",11.3,6.0,2.0,8.0,5.0,3.4,1.0,3.0,26.0,1.4,4.0
Mohamed Elneny,EGY,MF,Arsenal,Premier League,30-260,1992,5,1,113,1.3,1.0,2.0,1.0, ,0.0,0.0,0.0, , , 
Aritz Elustondo,ESP,DF,Real Sociedad,La Liga,29-000,1994,16,12,"1,028",11.4,0.6,1.0,1.0,4.0,15.0,0.6,1.0,0.05,38.0,14.0
Nico Elvedi,SUI,DF,M'Gladbach,Bundesliga,26-179,1996,23,23,"2,025",22.5,3.0,3.0,3.0,1.0,2.2,0.3,2.5,14.0,4.0,0.13
Rodrigo Ely,BRA,DF,Almería,La Liga,29-145,1993,25,25,"2,165",24.1,0.7,6.0,1.0,0.7,6.0,0.9,35.0,0.03,0.01,0.04
Sepe Elye Wahi,FRA,FW,Montpellier,Ligue 1,20-085,2003,24,21,"1,831",20.3,12.0,1.0,13.0,12.0,8.1,1.0,8.1,41.0,9.1,20.0
Mohamed Elyounoussi,NOR,"MF,FW",Southampton,Premier League,28-236,1994,25,21,"1,734",19.3,2.6,1.0,1.0,3.0,43.0,2.0,4.6,0.13,85.0,0.05
Adri Embarba,ESP,"FW,MF",Almería,La Liga,30-325,1992,20,12,969,10.8,1.0,3.0,4.0,1.0,1.6,1.0,1.6,44.0,4.5,31.0
Adri Embarba,ESP,FW,Espanyol,La Liga,30-325,1992,1,35,0.4,0.1,0.1,0.1,2.0, ,1.0, , , , , 
Breel Embolo,SUI,FW,Monaco,Ligue 1,26-042,1997,28,19,"1,757",19.5,12.0,2.0,14.0,12.0,8.1,2.0,7.2,19.0,10.4,47.0
Emerson,BRA,DF,Tottenham,Premier League,24-073,1999,22,16,"1,391",15.5,2.0,1.0,3.0,2.0,1.6,1.0,1.6,42.0,2.3,70.0
Youssef En-Nesyri,MAR,FW,Sevilla,La Liga,25-300,1997,22,11,"1,049",11.7,5.0,5.0,5.0,3.0,6.5,0.5,7.0,10.0,50.0,0.43
Wataru Endo,JPN,MF,Stuttgart,Bundesliga,30-047,1993,24,24,"2,112",23.5,3.0,2.0,5.0,3.0,2.5,2.2,4.7,22.0,51.0,0.09
Arne Engels,BEL,MF,Augsburg,Bundesliga,19-201,2003,10,10,826,9.2,0.2,2.0,2.0,3.0,6.0,1.7,1.9,0.03,11.0,0.22
Christian Eriksen,DEN,MF,Manchester Utd,Premier League,31-042,1992,19,18,"1,489",16.5,1.0,7.0,8.0,1.0,2.7,2.7,3.0,16.0,104.0,42.0
Martin Erlic,CRO,DF,Sassuolo,Serie A,25-063,1998,20,19,"1,698",18.9,0.1,2.0,0.1,0.1,4.0,44.0,0.01,0.01,0.01,0.01
Gonzalo Escalante,ARG,MF,Cremonese,Serie A,30-001,1993,9,7,555,6.2,0.2,1.0,1.0,1.0,3.0,0.2,0.4, ,8.0, 
Gonzalo Escalante,ARG,MF,Cádiz,La Liga,30-001,1993,8,7,600,6.7,2.0,2.0,2.0,2.0,1.2,0.4,1.6,1.0,3.0, 
Sergio Escudero,ESP,DF,Valladolid,La Liga,33-207,1989,14,12,954,10.6,0.6,3.0,0.6,0.5,10.0,25.0,25.0,0.06,0.11,0.06
Alfonso Espino,URU,DF,Cádiz,La Liga,31-082,1992,25,24,"2,132",23.7,0.9,3.0,3.0,6.0,33.0,1.4,2.3,0.04,86.0,0.13
Bernardo Espinosa,COL,DF,Girona,La Liga,33-260,1989,14,10,846,9.4,0.5,1.0,1.0,3.0,4.0,0.6,19.0,0.06,0.11,0.11
Salvatore Esposito,ITA,MF,Spezia,Serie A,22-172,2000,5,2,216,2.4,1.0,3.0,1.0,0.1, ,11.0,1.0, , , 
Maxime Estève,FRA,DF,Montpellier,Ligue 1,20-306,2002,19,15,"1,362",15.1,0.4,3.0,0.4,0.1,9.0,37.0,1.0,0.03,0.03,0.03
Pervis Estupiñán,ECU,DF,Brighton,Premier League,25-066,1998,22,19,"1,577",17.5,0.5,3.0,3.0,3.0,55.0,2.9,3.4,0.03,114.0,0.17
Jonny Evans,NIR,DF,Leicester City,Premier League,35-084,1988,10,9,811,9.0,0.2,0.2,0.2,31.0,6.0,0.02,0.02,0.02,0.0,0.0
Edu Expósito,ESP,MF,Espanyol,La Liga,26-239,1996,21,11,970,10.8,2.0,2.0,4.0,2.0,0.5,0.5,1.9,16.0,56.0,47.0
Eberechi Eze,ENG,"MF,FW",Crystal Palace,Premier League,24-272,1998,28,20,"1,736",19.3,4.0,3.0,7.0,4.0,3.3,3.3,3.0,43.0,77.0,69.0
Nicolás Ezequiel Fernández,ARG,"MF,DF",Elche,La Liga,23-076,2000,11,2,326,3.6,0.1,2.0,0.1,0.4,7.0,17.0,26.0, , , 
Abdessamad Ezzalzouli,MAR,"FW,MF",Osasuna,La Liga,21-101,2001,19,12,925,10.3,1.0,2.0,3.0,1.0,1.4,1.0,1.4,50.0,2.7,28.0
Lukasz Fabianski,POL,GK,West Ham,Premier League,37-344,1985,24,24,"2,031",22.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fabinho,BRA,MF,Liverpool,Premier League,29-156,1993,24,19,"1,685",18.7,0.4,6.0,0.4,0.8,8.0,101.0,22.0,0.02,0.06,0.02
Fábio,BRA,"DF,MF",Nantes,Ligue 1,32-262,1990,6,3,224,2.5,0.2,1.0,1.0,0.2,4.0,0.8,11.0, , , 
Noah Fadiga,SEN,DF,Brest,Ligue 1,23-115,1999,18,15,"1,193",13.3,1.0,1.0,1.0,2.0,0.6,0.1,0.7,37.0,31.0,0.08
Wout Faes,BEL,DF,Leicester City,Premier League,24-359,1998,20,20,"1,796",20.0,0.5,5.0,1.0,0.5,6.0,0.9,52.0,0.03,0.02,0.05
Wout Faes,BEL,DF,Reims,Ligue 1,24-359,1998,3,3,270,3.0,1.0,2.0,8.0,1.0,0.0,0.0,0.0, , , 
Nicolò Fagioli,ITA,MF,Juventus,Serie A,22-044,2001,18,10,955,10.6,2.0,3.0,5.0,2.0,0.5,0.5,1.0,19.0,36.0,34.0
Ralf Fährmann,GER,GK,Schalke 04,Bundesliga,34-182,1988,8,8,720,8.0, , , , ,0.0,0.0,0.0,0.0, ,0.0
Romain Faivre,FRA,"FW,MF",Lorient,Ligue 1,24-257,1998,7,5,469,5.2,1.0,1.0,2.0,1.0,1.2,0.9,2.1,24.0,29.0, 
Romain Faivre,FRA,MF,Lyon,Ligue 1,24-257,1998,10,3,300,3.3,0.2,1.0,1.0,0.2,14.0,0.5,24.0, , , 
Radamel Falcao,COL,"FW,MF",Rayo Vallecano,La Liga,37-046,1986,20,3,508,5.6,2.0,2.0,1.0,1.0,2.6,4.0,1.9,1.0,1.9,13.0
Wladimiro Falcone,ITA,GK,Lecce,Serie A,27-350,1995,27,27,"2,430",27.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fali,ESP,"DF,MF",Cádiz,La Liga,29-228,1993,18,16,"1,272",14.1,0.4,5.0,0.4,0.2,3.0,42.0,7.0,0.03,0.04,0.03
Mamadou Fall,SEN,DF,Villarreal,La Liga,20-127,2002,1,30,0.3,1.0, , , , ,0.0,0.0,0.0,0.0, ,0.0
Davide Faraoni,ITA,DF,Hellas Verona,Serie A,31-154,1991,13,11,791,8.8,1.0,2.0,3.0,1.0,1.9,1.9,0.7,8.0,38.0,20.0
Ansu Fati,ESP,FW,Barcelona,La Liga,20-148,2002,24,9,932,10.4,3.0,3.0,6.0,3.0,6.2,6.2,1.0,28.0,24.0,119.0
Khalil Fayad,FRA,MF,Montpellier,Ligue 1,18-292,2004,19,5,544,6.0,0.4,2.0,2.0,1.0,6.0,0.4,1.0, ,16.0,9.0
Cheikh Faye,SEN,FW,Montpellier,Ligue 1,24-060,1999,2,37,0.4,3.0, , , , ,0.0,0.0,0.0,0.0, ,0.0
Federico Fazio,ARG,DF,Salernitana,Serie A,36-011,1987,13,12,"1,063",11.8,1.0,1.0,1.0,2.0,0.7,0.7,0.1,13.0,40.0,4.0
Jacopo Fazzini,ITA,MF,Empoli,Serie A,20-012,2003,14,3,366,4.1,0.3,3.0,0.3,0.6,8.0,10.0,23.0, , , 
Zouhair Feddal,MAR,DF,Valladolid,La Liga,34-086,1989,8,4,375,4.2,0.2,1.0,0.2,0.1, ,5.0, , , , 
Nabil Fekir,FRA,MF,Betis,La Liga,29-253,1993,15,12,961,10.7,2.0,2.0,4.0,1.0,2.4,1.0,4.0,42.0,1.6,2.7
Felipe,BRA,DF,Nott'ham Forest,Premier League,33-316,1989,6,5,534,5.9,0.2,1.0,1.0,1.0,2.0,0.3,0.5, , , 
Felipe,BRA,DF,Atlético Madrid,La Liga,33-316,1989,3,2,194,2.2,2.0,0.1,20.0,1.0, , , , , , 
Luiz Felipe,ITA,DF,Betis,La Liga,26-006,1997,14,13,"1,032",11.5,0.2,1.0,3.0,0.2,1.0,0.3,23.0,0.02,0.03,0.02
João Félix,POR,"FW,MF",Chelsea,Premier League,23-138,1999,7,7,516,5.7,2.0,2.0,2.0,1.0,2.8,0.4,3.3,19.0,47.0, 
João Félix,POR,"FW,MF",Atlético Madrid,La Liga,23-138,1999,14,7,650,7.2,4.0,3.0,7.0,4.0,2.8,2.8,1.5,17.0,27.0,42.0
Ohis Felix Uduokhai,GER,DF,Augsburg,Bundesliga,25-200,1997,13,10,976,10.8,0.1,1.0,1.0,1.0,9.0,0.2,0.4,0.01,4.0,0.09
Kiko Femenía,ESP,DF,Villarreal,La Liga,32-054,1991,15,10,899,10.0,26.0,0.6,0.6,45.0,0.0,0.06,0.06,0.0,0.0,0.0
Evan Ferguson,IRL,FW,Brighton,Premier League,18-160,2004,10,5,466,5.2,3.0,2.0,5.0,3.0,2.2,2.2,0.3,6.0,5.0,30.0
Lewis Ferguson,SCO,MF,Bologna,Serie A,23-216,1999,21,18,"1,539",17.1,4.0,4.0,4.0,4.0,3.4,0.8,4.2,19.0,73.0,0.23
Bruno Fernandes,POR,"MF,FW",Manchester Utd,Premier League,28-201,1994,25,25,"2,248",25.0,5.0,6.0,11.0,4.0,5.3,1.0,5.0,55.0,10.1,14.6
Edimilson Fernandes,SUI,DF,Mainz 05,Bundesliga,26-347,1996,23,19,"1,685",18.7,0.3,2.0,2.0,3.0,10.0,1.1,1.4,0.02,16.0,0.11
Aitor Fernández,ESP,GK,Osasuna,La Liga,31-329,1991,14,14,"1,260",14.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Álex Fernández,ESP,"MF,FW",Cádiz,La Liga,30-164,1992,23,16,"1,423",15.8,3.0,3.0,2.0,1.0,2.5,1.8,1.2,16.0,55.0,23.0
Álvaro Fernández,ESP,GK,Espanyol,La Liga,24-349,1998,11,11,990,11.0,0.0,0.2,0.2,0.01,0.0,0.01,0.0,0.0,0.0,0.0
Carlos Fernández,ESP,FW,Real Sociedad,La Liga,26-310,1996,15,6,408,4.5,1.0,1.0,1.0,5.0,1.1,0.4,1.5,5.0,39.0, 
Enzo Fernández,ARG,MF,Chelsea,Premier League,22-070,2001,7,7,623,6.9,0.5,2.0,2.0,0.5,9.0,1.7,74.0, , , 
Federico Fernández,ARG,DF,Elche,La Liga,34-035,1989,1,1,90,1.0, , , , ,0.0,0.0,0.0,0.0, ,0.0
Joaquín Fernández,ESP,DF,Valladolid,La Liga,26-301,1996,19,16,"1,511",16.8,1.0,1.0,1.0,3.0,0.5,0.1,0.6,6.0,1.0,0.06
Fernando,ESP,GK,Almería,La Liga,32-291,1990,25,25,"2,205",24.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fernando,BRA,"MF,DF",Sevilla,La Liga,35-246,1987,15,14,"1,144",12.7,0.2,2.0,1.0,0.2,5.0,0.3,50.0,0.01,0.01,0.02
Alex Ferrari,ITA,DF,Sampdoria,Serie A,28-270,1994,12,10,868,9.6,0.2,3.0,0.2,0.4,7.0,25.0,3.0,0.02,0.06,0.02
Alex Ferrari,ITA,DF,Cremonese,Serie A,28-270,1994,10,9,682,7.6,1.0,3.0,0.1,0.1,0.0,1.0, , , , 
Salvador Ferrer,ESP,DF,Spezia,Serie A,25-066,1998,3,102,1.1,1.0, ,1.0, , ,0.0, , ,0.0, , 
Jordan Ferri,FRA,MF,Montpellier,Ligue 1,31-016,1992,25,24,"2,030",22.6,0.3,2.0,2.0,6.0,30.0,0.3,2.2,0.01,160.0,30.0
Fidel,ESP,"MF,FW",Elche,La Liga,33-152,1989,16,10,867,9.6,1.0,1.0,2.0,1.0,1.1,3.0,0.3,28.0,1.3,56.0
Karol Fila,POL,DF,Strasbourg,Ligue 1,24-288,1998,2,47,0.5,0.1,0.1,0.1,4.0,4.0,4.0, , , , , 
Roberto Firmino,BRA,"FW,MF",Liverpool,Premier League,31-177,1991,19,11,"1,031",11.5,8.0,4.0,12.0,8.0,4.5,2.3,6.8,12.0,79.0,0.35
Junior Firpo,ESP,DF,Leeds United,Premier League,26-218,1996,11,7,739,8.2,1.0,1.0,1.0,4.0,0.1,0.4,0.5,13.0,22.0, 
Kilian Fischer,GER,DF,Wolfsburg,Bundesliga,22-167,2000,6,4,375,4.2,0.3,1.0,0.3,0.1,3.0,17.0,9.0, , , 
Mark Flekken,NED,GK,Freiburg,Bundesliga,29-288,1993,25,25,"2,250",25.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Florian Flick,GER,MF,Schalke 04,Bundesliga,22-331,2000,8,5,512,5.7,0.1,1.0,0.1,0.1,2.0,2.0, , , , 
Alexis Flips,FRA,"FW,DF",Reims,Ligue 1,23-069,2000,23,20,"1,400",15.6,2.0,6.0,8.0,2.0,2.3,1.0,2.3,20.0,7.2,70.0
Alessandro Florenzi,ITA,DF,Milan,Serie A,32-017,1991,3,1,111,1.2,0.5,0.5,0.1,0.6, ,8.0, , , , 
Phil Foden,ENG,FW,Manchester City,Premier League,22-304,2000,24,17,"1,406",15.6,9.0,5.0,14.0,9.0,4.8,4.8,3.0,39.0,62.0,221.0
Datro Fofana,CIV,FW,Chelsea,Premier League,20-096,2002,2,1,61,0.7,0.2,0.2,0.1,0.4,2.0,8.0, , , , 
Seko Fofana,CIV,MF,Lens,Ligue 1,27-325,1995,26,25,"2,263",25.1,4.0,4.0,8.0,3.0,7.1,2.0,2.0,89.0,3.2,8.7
Wesley Fofana,FRA,DF,Leicester City,Premier League,22-101,2000,2,2,180,2.0,0.1,1.0,0.1,0.1,3.0,1.0, , , , 
Wesley Fofana,FRA,DF,Chelsea,Premier League,22-101,2000,7,5,558,6.2,1.0,1.0,1.0,2.0,0.6,0.6,23.0,18.0, , 
Yahia Fofana,FRA,GK,Angers,Ligue 1,22-219,2000,8,8,720,8.0, ,1.0, , ,0.0,0.0,0.0,0.0, , 
Youssouf Fofana,FRA,MF,Monaco,Ligue 1,24-077,1999,27,26,"2,289",25.4,1.0,1.0,2.0,1.0,2.1,1.0,2.1,58.0,4.8,173.0
Thomas Foket,BEL,DF,Reims,Ligue 1,28-184,1994,14,13,"1,159",12.9,0.1,0.1,1.4,1.5,30.0,98.0,0.11,0.01,0.01,0.11
José Fonte,POR,DF,Lille,Ligue 1,39-096,1983,23,22,"1,872",20.8,1.0,1.0,1.0,5.0,1.2,0.4,1.6,4.0,8.0,0.05
Pablo Fornals,ESP,"FW,MF",West Ham,Premier League,27-034,1996,22,11,"1,038",11.5,1.0,1.0,2.0,1.0,1.0,1.5,2.5,21.0,69.0,0.09
Emil Forsberg,SWE,"MF,FW",RB Leipzig,Bundesliga,31-156,1991,22,11,"1,096",12.2,6.0,3.0,9.0,4.0,4.6,2.0,2.0,19.0,1.8,4.8
Adam Forshaw,ENG,MF,Leeds United,Premier League,31-171,1991,5,2,159,1.8, ,0.5,0.5,8.0,0.0, , ,0.0, , 
Fraser Forster,ENG,GK,Tottenham,Premier League,35-011,1988,7,7,630,7.0, , , , ,0.0,0.0,0.0,0.0, ,0.0
Philipp Förster,GER,MF,Bochum,Bundesliga,28-052,1995,20,12,"1,024",11.4,2.0,5.0,7.0,2.0,0.7,0.7,2.0,15.0,47.0,38.0
Steven Fortes,CPV,DF,Lens,Ligue 1,30-345,1992,1,7,0.1, , , , , ,0.0,0.0,0.0,0.0,0.0,0.0
Timothy Fosu-Mensah,NED,DF,Leverkusen,Bundesliga,25-085,1998,9,1,176,2.0,0.1,1.0,0.1,0.3,3.0,7.0,8.0, , , 
Dimitri Foulquier,FRA,"DF,MF",Valencia,La Liga,30-005,1993,20,11,"1,115",12.4,0.1,1.0,1.0,3.0,27.0,0.8,0.9,0.01,48.0,0.08
Juan Foyth,ARG,DF,Villarreal,La Liga,25-075,1998,15,13,"1,171",13.0,1.0,1.0,1.0,3.0,0.6,1.2,1.8,33.0,11.0,0.08
Raphael Framberger,GER,"DF,FW",Augsburg,Bundesliga,27-203,1995,3,2,176,2.0, ,3.0,3.0, ,0.0, , ,0.0, , 
Tyrese Francois,AUS,FW,Fulham,Premier League,22-255,2000,1,1,1, , , , , ,0.0,0.0,0.0,0.0,0.0,0.0
Bartol Franjic,CRO,MF,Wolfsburg,Bundesliga,23-073,2000,5,3,227,2.5,0.3,1.0,1.0,0.3,3.0,0.4,4.0, , , 
Przemyslaw Frankowski,POL,"DF,MF",Lens,Ligue 1,27-350,1995,28,22,"2,042",22.7,2.0,2.0,4.0,1.0,2.2,1.0,1.0,39.0,5.2,6.6
Ryan Fraser,SCO,FW,Newcastle Utd,Premier League,29-032,1994,8,3,313,3.5,0.3,1.0,0.3,0.4,8.0,9.0,23.0, , , 
Davide Frattesi,ITA,MF,Sassuolo,Serie A,23-157,1999,27,26,"2,150",23.9,6.0,6.0,6.0,3.0,5.3,1.5,6.8,58.0,72.0,0.25
Oscar Fraulo,DEN,MF,M'Gladbach,Bundesliga,19-112,2003,1,1, , , , , , ,0.0,0.0,0.0,0.0,0.0,0.0
Fred,BRA,MF,Manchester Utd,Premier League,30-023,1993,23,10,969,10.8,2.0,1.0,3.0,2.0,1.8,1.8,2.0,8.0,52.0,34.0
Ryan Fredericks,ENG,DF,Bournemouth,Premier League,30-169,1992,12,5,533,5.9,13.0,1.0,0.1,0.1,0.0,28.0, , , , 
Iván Fresneda,ESP,DF,Valladolid,La Liga,18-181,2004,13,10,"1,006",11.2,0.1,1.0,0.1,0.8,25.0,41.0,65.0,0.01,0.08,0.01
Remo Freuler,SUI,MF,Nott'ham Forest,Premier League,30-347,1992,23,20,"1,810",20.1,0.3,3.0,0.3,0.6,7.0,48.0,9.0,0.02,0.05,0.02
Michael Frey,SUI,FW,Schalke 04,Bundesliga,28-252,1994,10,7,613,6.8,1.2,3.0,3.0,2.0,5.0,1.8,3.0, ,43.0, 
Marco Friedl,AUT,DF,Werder Bremen,Bundesliga,25-012,1998,21,21,"1,784",19.8,0.3,6.0,1.0,0.3,11.0,0.7,88.0,0.01,0.02,0.04
Marvin Friedrich,GER,DF,M'Gladbach,Bundesliga,27-105,1995,15,10,964,10.7,1.0,1.0,1.0,1.0,0.6,0.4,1.0,3.0,4.0,0.09
Jeremie Frimpong,NED,"DF,MF",Leverkusen,Bundesliga,22-108,2000,25,23,"1,927",21.4,7.0,6.0,13.0,7.0,5.7,5.7,4.9,124.0,50.0,165.0
Chris Führich,GER,"FW,MF",Stuttgart,Bundesliga,25-078,1998,24,17,"1,501",16.7,4.0,4.0,3.0,1.0,3.1,2.0,2.3,74.0,5.1,62.0
Angelo Fulgini,FRA,"MF,FW",Lens,Ligue 1,26-220,1996,7,6,415,4.6,1.0,1.0,2.0,1.0,0.8,0.9,1.7,9.0,40.0, 
Angelo Fulgini,FRA,MF,Mainz 05,Bundesliga,26-220,1996,16,5,525,5.8,0.6,1.0,1.0,1.0,3.0,0.8,1.4, ,43.0, 
Niclas Füllkrug,GER,FW,Werder Bremen,Bundesliga,30-047,1993,24,24,"2,117",23.5,15.0,5.0,20.0,10.0,11.8,5.0,4.0,37.0,3.0,10.6
Matteo Gabbia,ITA,DF,Milan,Serie A,23-158,1999,11,6,603,6.7,1.0,2.0,14.0,1.0, , , , , , 
Manolo Gabbiadini,ITA,"FW,MF",Sampdoria,Serie A,31-122,1991,24,16,"1,451",16.1,6.0,1.0,7.0,6.0,5.8,5.8,1.8,19.0,30.0,78.0
Gianluca Gaetano,ITA,MF,Napoli,Serie A,22-327,2000,5,40,0.4,1.0,0.3,1.0,0.3,0.2,1.0,4.0,4.0, , , 
Roberto Gagliardini,ITA,MF,Inter,Serie A,28-355,1994,12,3,414,4.6,0.5,1.0,0.5,0.2,12.0,22.0,17.0, , , 
Adolfo Gaich,ARG,FW,Hellas Verona,Serie A,24-030,1999,7,4,371,4.1,1.2,1.2,0.2,1.4,3.0,21.0, , , , 
Cody Gakpo,NED,FW,Liverpool,Premier League,23-325,1999,9,8,658,7.3,4.0,4.0,4.0,2.8,2.8,3.3,16.0,14.0, , 
Javi Galán,ESP,DF,Celta Vigo,La Liga,28-129,1994,26,25,"2,260",25.1,0.4,2.0,2.0,3.0,94.0,3.4,3.8,0.02,161.0,0.08
Iñigo Ruiz de Galarreta,ESP,MF,Mallorca,La Liga,29-234,1993,22,20,"1,744",19.4,0.2,7.0,0.2,0.9,16.0,92.0,16.0,0.01,0.06,0.01
Pablo Galdames Millán,CHI,"MF,DF",Cremonese,Serie A,26-088,1996,4,2,184,2.0,0.1,0.1,0.2,0.3, ,5.0, , , , 
Conor Gallagher,ENG,"MF,FW",Chelsea,Premier League,23-050,2000,24,10,945,10.5,1.0,1.0,2.0,1.0,1.2,1.0,1.2,27.0,3.3,60.0
Antonino Gallo,ITA,DF,Lecce,Serie A,23-082,2000,22,19,"1,692",18.8,0.1,1.0,1.0,4.0,53.0,0.1,1.4,0.01,113.0,40.0
Gauthier Gallon,FRA,GK,Troyes,Ligue 1,29-339,1993,21,21,"1,890",21.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cristian Gamboa,CRC,DF,Bochum,Bundesliga,33-155,1989,15,15,"1,272",14.1,0.1,2.0,0.1,0.5,7.0,47.0,17.0,0.01,0.04,0.01
Kévin Gameiro,FRA,FW,Strasbourg,Ligue 1,35-323,1987,26,22,"1,865",20.7,7.0,7.0,7.0,1.0,6.6,1.0,5.6,41.0,8.7,60.0
Idrissa Gana Gueye,SEN,MF,Everton,Premier League,33-183,1989,23,22,"1,794",19.9,0.1,1.0,1.0,4.0,21.0,0.9,1.0,0.01,12.0,0.05
Ignatius Ganago,CMR,FW,Nantes,Ligue 1,24-040,1999,20,12,"1,145",12.7,4.0,3.0,7.0,4.0,2.3,1.6,3.8,15.0,73.0,0.24
Ignatius Ganago,CMR,FW,Lens,Ligue 1,24-040,1999,4,59,0.7,3.0, ,3.0, , , , , ,0.0, , 
Silvère Ganvoula M'Boussy,CGO,"FW,MF",Bochum,Bundesliga,26-279,1996,15,237,2.6,1.0,0.5,0.5,0.5,0.9,4.0,18.0, , , , 
Aleix García,ESP,MF,Girona,La Liga,25-273,1997,25,25,"2,142",23.8,1.0,5.0,6.0,1.0,1.5,1.5,6.0,39.0,137.0,66.0
Álvaro García,ESP,"FW,MF",Rayo Vallecano,La Liga,30-152,1992,24,23,"2,014",22.4,4.0,2.0,6.0,4.0,2.6,2.6,3.5,88.0,52.0,212.0
Borja García,ESP,"MF,FW",Girona,La Liga,32-146,1990,8,7,531,5.9,1.0,1.0,1.0,1.0,0.7,0.5,1.2,6.0,22.0, 
Carlos García,ESP,DF,Cádiz,La Liga,22-264,2000,1,25,0.3,1.0, ,1.0,0.1,0.1,0.0, , ,0.0, , 
Dani García,ESP,MF,Athletic Club,La Liga,32-308,1990,17,11,925,10.3,0.5,1.0,1.0,3.0,4.0,0.4,0.8,0.05,3.0,0.1
David García,ESP,DF,Osasuna,La Liga,29-042,1994,23,23,"2,029",22.5,2.0,2.0,2.0,7.0,0.5,0.5,0.4,11.0,79.0,3.0
Eric García,ESP,DF,Barcelona,La Liga,22-078,2001,14,11,909,10.1,1.0,1.0,1.0,3.0,1.4,1.4,63.0,17.0,0.1,0.1
Francisco Garcia,ESP,DF,Rayo Vallecano,La Liga,23-226,1999,26,26,"2,327",25.9,0.7,2.0,2.0,1.0,137.0,1.0,1.7,0.03,119.0,0.08
Raúl García,ESP,"FW,MF",Athletic Club,La Liga,36-260,1986,25,5,708,7.9,2.0,2.0,4.0,2.0,3.2,3.2,1.1,9.0,25.0,43.0
Rubén García,ESP,"MF,FW",Osasuna,La Liga,29-257,1993,20,6,728,8.1,1.0,2.0,3.0,1.0,1.6,1.6,1.3,15.0,31.0,63.0
Unai García,ESP,DF,Osasuna,La Liga,31-053,1992,17,16,"1,361",15.1,0.2,1.0,1.0,6.0,10.0,0.2,0.1,0.01,41.0,3.0
Alejandro Garnacho,ESP,"FW,MF",Manchester Utd,Premier League,18-270,2004,15,4,453,5.0,2.0,2.0,4.0,2.0,1.6,1.6,1.0,25.0,5.0,68.0
James Garner,ENG,MF,Everton,Premier League,22-015,2001,6,142,1.6,1.0,0.1,0.1,0.1,5.0,1.0, , , , , 
Felix Garreta,ESP,DF,Betis,La Liga,18-341,2004,1,1,90,1.0, ,2.0, , ,0.0,0.0,0.0,0.0, , 
Sékou Gassama,SEN,FW,Valladolid,La Liga,27-326,1995,1,36,0.4,0.4,0.4,0.4,1.0, ,1.0, , , , , 
Johan Gastien,FRA,MF,Clermont Foot,Ligue 1,35-062,1988,21,19,"1,703",18.9,2.0,2.0,4.0,2.0,0.6,0.6,1.4,9.0,145.0,17.0
Federico Gatti,ITA,DF,Juventus,Serie A,24-277,1998,8,7,634,7.0,0.3,3.0,0.3,0.1,6.0,26.0,2.0, , , 
Gavi,ESP,"MF,FW",Barcelona,La Liga,18-235,2004,25,20,"1,716",19.1,1.0,2.0,3.0,1.0,2.1,2.1,2.5,32.0,91.0,115.0
Paulo Gazzaniga,ARG,GK,Girona,La Liga,31-085,1992,16,16,"1,440",16.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David de Gea,ESP,GK,Manchester Utd,Premier League,32-141,1990,26,26,"2,340",26.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dennis Geiger,GER,MF,Hoffenheim,Bundesliga,24-291,1998,20,20,"1,429",15.9,1.0,2.0,3.0,1.0,0.2,0.2,2.0,19.0,81.0,19.0
Joe Gelhardt,ENG,FW,Leeds United,Premier League,20-328,2002,15,1,212,2.4,0.8,2.0,2.0,1.0,2.0,0.5,1.3, ,21.0, 
Valentin Gendrey,FRA,DF,Lecce,Serie A,22-280,2000,27,25,"2,251",25.0,0.5,1.0,1.0,3.0,33.0,1.6,2.1,0.02,69.0,0.04
Denis Genreau,AUS,MF,Toulouse,Ligue 1,23-311,1999,12,149,1.7,2.0,0.3,0.3,0.3,0.6,4.0,4.0, , , , 
